Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,x1stFlrSF,x2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,x3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,527163010,4.110873864173311,RL,4.330733340286331,9.210440366976517,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.638567789166521,6.638567789166521,GasA,Gd,Y,SBrkr,6.638567789166521,6.794586580876499,0.0,7.412160334945205,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993,Fin,2,440,TA,TA,Y,5.062595033026967,4.442651256490317,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,WD ,Normal,175900
12,527165230,3.044522437723423,RL,4.174387269895637,8.984818995876008,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,6.841615476477592,Unf,0.0,5.455321115357702,7.063903961472068,GasA,Ex,Y,SBrkr,7.080026499922591,0.0,0.0,7.080026499922591,1,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1992,Fin,2,420,TA,TA,Y,6.182084906716632,3.091042453358316,0.0,0.0,0.0,0.0,NA,GdPrv,Shed,6.2166061010848646,3,2010,WD ,Normal,185000
13,527166040,4.110873864173311,RL,4.1588830833596715,9.036344063928219,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.672032945461067,6.672032945461067,GasA,Gd,Y,SBrkr,6.672032945461067,6.517671272912275,0.0,7.290292882446597,0,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1998,Fin,2,393,TA,TA,Y,0.0,4.330733340286331,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD ,Normal,180400
14,527180040,3.044522437723423,RL,4.454347296253507,9.227885551191932,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,6.45833828334479,Unf,0.0,6.498282149476434,7.170888478512505,GasA,Gd,Y,SBrkr,7.201916317531627,0.0,0.0,7.201916317531627,1,0,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1990,Unf,2,506,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2010,WD ,Normal,171500
15,527182190,4.795790545596741,RL,4.110873864173311,8.82776136765472,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.910796644040527,BLQ,7.02197642307216,0.0,7.305860032684009,GasA,TA,Y,SBrkr,7.315218389752975,0.0,0.0,7.315218389752975,1,0,1,1,1,1,Gd,4,Typ,0,NA,Attchd,1985,RFn,2,528,TA,TA,Y,0.0,4.007333185232471,0.0,0.0,4.948759890378168,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,212000
16,527216070,4.110873864173311,RL,3.871201010907891,10.887530386461101,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,6.403574197934815,Ex,TA,PConc,Gd,TA,Gd,ALQ,7.256297239690681,Unf,0.0,5.459585514144159,7.409136443920128,GasA,Ex,Y,SBrkr,7.43307534889858,7.371489295214277,0.0,8.09559870137819,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,6.222576268071369,3.6109179126442243,0.0,0.0,5.351858133476067,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,538000
17,527225035,3.9318256327243257,RL,5.030437921392435,9.403849118160702,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,6.059123195581797,Unf,0.0,4.890349128221754,6.327936783729195,GasA,Gd,Y,SBrkr,6.985641817639208,6.511745329644728,0.0,7.469083884921234,0,0,2,0,4,1,TA,8,Typ,0,NA,Basment,1988,RFn,2,492,TA,TA,Y,5.786897381366708,2.5649493574615367,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,164000
18,527258010,3.044522437723423,RL,4.48863636973214,9.340929941679784,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,5.860786223465865,Gd,TA,PConc,Ex,TA,Av,GLQ,7.27655640271871,Unf,0.0,6.021023349349527,7.526717561352706,GasA,Ex,Y,SBrkr,7.526717561352706,0.0,0.0,7.526717561352706,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010,Fin,3,834,TA,TA,Y,4.736198448394496,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,New,Partial,394432
19,527276150,3.044522437723423,RL,4.948759890378168,9.859483417038073,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,4.795790545596741,Unf,0.0,6.61338421837956,6.762729506931879,GasA,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1951,Unf,2,400,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,141000
20,527302110,3.044522437723423,RL,4.454347296253507,9.486152271857476,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,4.787491742782046,TA,TA,CBlock,Gd,TA,No,ALQ,6.673297967767654,Rec,5.099866427824199,6.380122536899765,7.341483852363161,GasA,TA,Y,SBrkr,7.637234388789473,0.0,0.0,7.637234388789473,1,0,2,0,3,1,TA,7,Min1,2,TA,Attchd,1978,Unf,2,500,TA,TA,Y,5.857933154483459,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,2,2010,WD ,Normal,210000
21,527358140,3.044522437723423,RL,4.663439094112067,9.371778717853713,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,6.175867270105761,TA,TA,CBlock,Gd,TA,No,BLQ,6.559615237493242,Unf,0.0,7.038783541388542,7.520234556474628,GasA,Ex,Y,SBrkr,7.520234556474628,0.0,0.0,7.520234556474628,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,546,TA,TA,Y,0.0,4.812184355372417,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2010,COD,Normal,190000
22,527358200,4.454347296253507,RL,4.454347296253507,9.271059107010888,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,4.406719247264253,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.786716950605081,LwQ,5.1298987149230735,0.0,6.960347729101308,GasA,TA,Y,SBrkr,7.068172000388042,0.0,0.0,7.068172000388042,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974,RFn,2,528,TA,TA,Y,0.0,4.795790545596741,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2010,WD ,Family,170000
23,527368020,4.110873864173311,FV,4.143134726391533,8.922791623969637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.280395838960195,Unf,0.0,5.641907070938114,6.703188113240863,GasA,Ex,Y,SBrkr,6.703188113240863,6.7580945044277305,0.0,7.423568444259167,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2000,RFn,2,663,TA,TA,Y,0.0,4.574710978503383,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1,2010,WD ,Normal,216000
24,527402200,3.044522437723423,RL,4.343805421853684,9.32741204356202,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,ALQ,6.361302477572996,Unf,0.0,6.056784013228625,6.912742820493176,GasA,Ex,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970,Fin,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,Shed,6.55250788703459,3,2010,WD ,Normal,149000
25,527402250,3.044522437723423,RL,4.406719247264253,9.436519311833914,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.5998704992128365,Unf,0.0,5.84354441703136,6.983789965258135,GasA,Ex,Y,SBrkr,6.983789965258135,0.0,0.0,6.983789965258135,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1971,Fin,2,500,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,WD ,Normal,149900
26,527403020,3.044522437723423,RL,4.189654742026425,9.042040056544483,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.654152520183219,Unf,0.0,5.641907070938114,6.963189985870238,GasA,Ex,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,Unf,1,304,TA,TA,Y,0.0,4.454347296253507,5.220355825078324,0.0,0.0,0.0,NA,NA,NA,0.0,7,2010,WD ,Normal,142000
27,527404120,3.044522437723423,RL,4.2626798770413155,9.036106025364846,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.690842277418564,Rec,4.3694478524670215,0.0,6.78332520060396,GasA,TA,Y,SBrkr,6.78332520060396,0.0,0.0,6.78332520060396,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1970,Fin,2,525,TA,TA,Y,5.484796933490655,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,4,2010,WD ,Normal,126000
28,527425090,3.044522437723423,RL,4.2626798770413155,9.259225769705994,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.07073772800249,Unf,0.0,6.07073772800249,6.762729506931879,GasA,TA,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,1895,NA,0,0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,ConLI,Normal,115000
29,527427230,4.795790545596741,RH,3.295836866004329,8.675734219544788,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.9584483932976555,BLQ,0.0,5.872117789475416,7.2485040723706105,GasA,Ex,Y,SBrkr,7.198931240688173,0.0,0.0,7.198931240688173,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1999,Fin,2,511,TA,TA,Y,5.318119993844216,4.23410650459726,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,184000
30,527451180,5.081404364984463,RM,3.091042453358316,7.427144133408616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.22455842927536,TA,TA,CBlock,TA,TA,No,Rec,5.056245805348308,Unf,0.0,5.793013608384144,6.182084906716632,GasA,TA,Y,SBrkr,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,5.62040086571715,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2010,COD,Normal,96000
31,527451330,5.081404364984463,RM,3.091042453358316,7.427144133408616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.20050917404269,TA,TA,CBlock,TA,TA,No,Rec,5.707110264748875,Unf,0.0,5.420534999272286,6.26530121273771,GasA,TA,Y,SBrkr,6.26530121273771,6.342121418721152,0.0,6.996681488176539,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1997,Unf,1,320,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2010,WD ,Normal,105500
32,527451410,5.081404364984463,RM,3.091042453358316,7.427144133408616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,5.945420608606575,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.26530121273771,6.26530121273771,GasA,TA,Y,SBrkr,6.26530121273771,6.342121418721152,0.0,6.996681488176539,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2010,WD ,Family,88000
33,527452190,4.795790545596741,RL,3.9889840465642745,8.304989580140361,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,5.8888779583328805,Unf,0.0,6.565264970035361,6.975413927455952,GasA,TA,Y,SBrkr,6.975413927455952,0.0,0.0,6.975413927455952,0,0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,1977,RFn,2,440,TA,TA,Y,0.0,4.02535169073515,0.0,0.0,5.111987788356544,0.0,NA,NA,NA,0.0,7,2010,WD ,Normal,127500
34,527453130,5.081404364984463,RL,3.2188758248682006,7.732369222284388,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.244166900663736,Unf,0.0,5.834810737062605,6.752270376141742,GasA,TA,Y,SBrkr,6.752270376141742,6.400257445308821,0.0,7.284134806195205,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1975,Unf,2,440,TA,TA,Y,5.159055299214529,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,149900
35,527453150,4.795790545596741,RL,3.2188758248682006,7.732369222284388,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.729824070489475,6.729824070489475,GasA,Ex,Y,SBrkr,6.729824070489475,0.0,0.0,6.729824070489475,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1975,Unf,1,308,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD ,Normal,120000
36,527454200,5.081404364984463,RL,3.2188758248682006,7.732369222284388,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,5.7430031878094825,Unf,0.0,6.300785794663244,6.752270376141742,GasA,Fa,Y,SBrkr,6.752270376141742,6.400257445308821,0.0,7.284134806195205,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,3.295836866004329,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2010,WD ,Normal,146000
37,528108120,4.110873864173311,RL,4.634728988229636,9.461799234270439,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,5.093750200806762,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,7.372118028337787,7.372118028337787,GasA,Ex,Y,SBrkr,7.395107546562485,6.56244409369372,0.0,7.755767170102998,0,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2009,Fin,3,751,TA,TA,Y,4.976733742420574,4.897839799950911,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1,2010,New,Partial,376162
38,528112020,3.044522437723423,RL,4.59511985013459,9.348274558065496,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Gd,TA,PConc,Ex,TA,No,GLQ,7.105786129481271,Unf,0.0,6.18826412308259,7.4413203897176174,GasA,Ex,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,772,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD ,Normal,306000
